filename,mask,xmin,ymin,xmax,ymax,xmax-xmin,ymax-ymin,height,width,height_check,width_check
maksssksksss121.png,without_mask,239,56,266,81,27,25,300,400,0,0
maksssksksss121.png,without_mask,301,62,329,87,28,25,300,400,0,0
maksssksksss121.png,without_mask,343,74,368,97,25,23,300,400,0,0
maksssksksss121.png,without_mask,387,82,400,107,13,25,300,400,0,0
maksssksksss122.png,with_mask,201,38,345,213,144,175,267,400,0,0
maksssksksss123.png,with_mask,92,106,191,224,99,118,301,400,0,0
maksssksksss123.png,with_mask,227,129,321,229,94,100,301,400,0,0
maksssksksss124.png,with_mask,91,146,143,204,52,58,271,400,0,0
maksssksksss124.png,with_mask,239,126,290,182,51,56,271,400,0,0
maksssksksss124.png,with_mask,378,146,399,171,21,25,271,400,0,0
maksssksksss124.png,without_mask,1,170,20,196,19,26,271,400,0,0
maksssksksss124.png,without_mask,333,133,360,170,27,37,271,400,0,0
maksssksksss125.png,without_mask,118,151,216,279,98,128,400,301,0,0
maksssksksss126.png,with_mask,106,45,158,104,52,59,400,267,0,0
maksssksksss126.png,with_mask,194,62,215,88,21,26,400,267,0,0
maksssksksss126.png,without_mask,226,2,267,97,41,95,400,267,0,0
maksssksksss127.png,with_mask,98,46,130,80,32,34,400,267,0,0
maksssksksss128.png,without_mask,93,183,194,295,101,112,400,301,0,0
maksssksksss129.png,without_mask,106,69,124,89,18,20,295,400,0,0
maksssksksss129.png,without_mask,149,30,168,53,19,23,295,400,0,0
maksssksksss129.png,with_mask,246,40,271,69,25,29,295,400,0,0
maksssksksss13.png,with_mask,28,54,44,71,16,17,226,400,0,0
maksssksksss13.png,with_mask,98,62,114,80,16,18,226,400,0,0
maksssksksss13.png,mask_weared_incorrect,162,51,194,89,32,38,226,400,0,0
maksssksksss13.png,with_mask,293,60,313,81,20,21,226,400,0,0
maksssksksss13.png,with_mask,352,53,373,71,21,18,226,400,0,0
maksssksksss13.png,with_mask,229,53,241,72,12,19,226,400,0,0
maksssksksss130.png,mask_weared_incorrect,7,104,46,147,39,43,400,332,0,0
maksssksksss130.png,mask_weared_incorrect,162,58,208,112,46,54,400,332,0,0
maksssksksss130.png,without_mask,304,95,332,141,28,46,400,332,0,0
maksssksksss130.png,without_mask,198,95,223,136,25,41,400,332,0,0
maksssksksss131.png,with_mask,65,63,110,112,45,49,267,400,0,0
maksssksksss131.png,with_mask,127,31,166,76,39,45,267,400,0,0
maksssksksss131.png,without_mask,257,55,284,86,27,31,267,400,0,0
maksssksksss131.png,with_mask,284,66,321,107,37,41,267,400,0,0
maksssksksss131.png,without_mask,252,125,295,167,43,42,267,400,0,0
maksssksksss131.png,with_mask,345,93,363,116,18,23,267,400,0,0
maksssksksss131.png,without_mask,236,74,256,99,20,25,267,400,0,0
maksssksksss131.png,without_mask,216,63,237,83,21,20,267,400,0,0
maksssksksss132.png,mask_weared_incorrect,106,72,190,182,84,110,400,306,0,0
maksssksksss133.png,with_mask,100,179,221,318,121,139,400,301,0,0
maksssksksss134.png,with_mask,92,19,117,50,25,31,225,400,0,0
maksssksksss134.png,without_mask,156,22,177,48,21,26,225,400,0,0
maksssksksss134.png,with_mask,179,24,197,47,18,23,225,400,0,0
maksssksksss134.png,with_mask,183,74,205,100,22,26,225,400,0,0
maksssksksss134.png,with_mask,269,70,285,89,16,19,225,400,0,0
maksssksksss134.png,without_mask,343,15,359,34,16,19,225,400,0,0
maksssksksss134.png,with_mask,302,43,318,59,16,16,225,400,0,0
maksssksksss135.png,with_mask,49,157,144,225,95,68,225,400,0,0
maksssksksss135.png,with_mask,151,67,270,198,119,131,225,400,0,0
maksssksksss136.png,with_mask,100,105,152,158,52,53,400,267,0,0
maksssksksss137.png,without_mask,38,143,53,161,15,18,400,400,0,0
maksssksksss137.png,without_mask,76,146,95,164,19,18,400,400,0,0
maksssksksss137.png,with_mask,114,142,131,163,17,21,400,400,0,0
maksssksksss137.png,with_mask,158,165,175,185,17,20,400,400,0,0
maksssksksss137.png,without_mask,217,153,241,174,24,21,400,400,0,0
maksssksksss137.png,without_mask,283,158,310,181,27,23,400,400,0,0
maksssksksss138.png,with_mask,51,144,128,239,77,95,267,400,0,0
maksssksksss138.png,with_mask,147,169,217,233,70,64,267,400,0,0
maksssksksss138.png,with_mask,224,92,309,186,85,94,267,400,0,0
maksssksksss139.png,with_mask,2,28,19,46,17,18,225,400,0,0
maksssksksss139.png,with_mask,23,36,45,59,22,23,225,400,0,0
maksssksksss139.png,without_mask,30,71,51,92,21,21,225,400,0,0
maksssksksss139.png,with_mask,4,177,35,209,31,32,225,400,0,0
maksssksksss139.png,with_mask,93,15,117,34,24,19,225,400,0,0
maksssksksss139.png,with_mask,99,74,122,100,23,26,225,400,0,0
maksssksksss139.png,mask_weared_incorrect,56,132,79,162,23,30,225,400,0,0
maksssksksss139.png,with_mask,36,152,65,183,29,31,225,400,0,0
maksssksksss139.png,with_mask,138,191,165,221,27,30,225,400,0,0
maksssksksss139.png,with_mask,182,13,209,36,27,23,225,400,0,0
maksssksksss139.png,with_mask,188,55,213,80,25,25,225,400,0,0
maksssksksss139.png,with_mask,196,146,219,168,23,22,225,400,0,0
maksssksksss139.png,with_mask,213,164,243,193,30,29,225,400,0,0
maksssksksss139.png,with_mask,253,13,277,35,24,22,225,400,0,0
maksssksksss139.png,with_mask,246,73,268,98,22,25,225,400,0,0
maksssksksss139.png,with_mask,286,10,314,38,28,28,225,400,0,0
maksssksksss139.png,with_mask,320,1,341,15,21,14,225,400,0,0
maksssksksss139.png,with_mask,345,34,372,57,27,23,225,400,0,0
maksssksksss139.png,with_mask,358,116,388,141,30,25,225,400,0,0
maksssksksss14.png,without_mask,152,192,239,319,87,127,400,301,0,0
maksssksksss140.png,with_mask,37,74,188,247,151,173,267,400,0,0
maksssksksss140.png,with_mask,210,114,336,255,126,141,267,400,0,0
maksssksksss141.png,with_mask,129,96,175,155,46,59,267,400,0,0
maksssksksss141.png,with_mask,220,123,260,169,40,46,267,400,0,0
maksssksksss142.png,with_mask,144,110,244,235,100,125,359,479,0,0
maksssksksss143.png,with_mask,102,200,194,333,92,133,400,301,0,0
maksssksksss144.png,with_mask,130,19,155,47,25,28,217,400,0,0
maksssksksss144.png,with_mask,212,56,232,79,20,23,217,400,0,0
maksssksksss144.png,with_mask,298,60,316,80,18,20,217,400,0,0
maksssksksss145.png,mask_weared_incorrect,91,89,114,111,23,22,226,400,0,0
maksssksksss145.png,mask_weared_incorrect,183,102,203,122,20,20,226,400,0,0
maksssksksss145.png,without_mask,310,96,333,119,23,23,226,400,0,0
maksssksksss146.png,with_mask,119,122,184,192,65,70,267,400,0,0
maksssksksss146.png,with_mask,265,90,324,153,59,63,267,400,0,0
maksssksksss147.png,without_mask,103,9,120,33,17,24,250,400,0,0
maksssksksss147.png,with_mask,198,15,218,36,20,21,250,400,0,0
maksssksksss147.png,with_mask,224,89,243,109,19,20,250,400,0,0
maksssksksss147.png,with_mask,272,33,294,55,22,22,250,400,0,0
maksssksksss148.png,with_mask,1,20,81,136,80,116,364,400,0,0
maksssksksss148.png,without_mask,68,95,124,157,56,62,364,400,0,0
maksssksksss148.png,without_mask,116,104,140,144,24,40,364,400,0,0
maksssksksss148.png,with_mask,151,89,247,205,96,116,364,400,0,0
maksssksksss148.png,without_mask,325,77,397,156,72,79,364,400,0,0
maksssksksss148.png,with_mask,243,120,283,179,40,59,364,400,0,0
maksssksksss149.png,with_mask,38,98,71,130,33,32,283,400,0,0
maksssksksss149.png,with_mask,180,103,215,136,35,33,283,400,0,0
maksssksksss149.png,with_mask,287,53,315,85,28,32,283,400,0,0
maksssksksss149.png,with_mask,315,57,341,89,26,32,283,400,0,0
maksssksksss149.png,with_mask,330,104,359,133,29,29,283,400,0,0
maksssksksss149.png,with_mask,324,180,348,210,24,30,283,400,0,0
maksssksksss15.png,with_mask,59,144,125,213,66,69,400,193,0,0
maksssksksss15.png,with_mask,82,330,118,366,36,36,400,193,0,0
maksssksksss150.png,with_mask,60,136,164,260,104,124,400,301,0,0
maksssksksss152.png,with_mask,66,25,82,48,16,23,283,400,0,0
maksssksksss152.png,with_mask,101,41,124,68,23,27,283,400,0,0
maksssksksss152.png,with_mask,173,34,193,60,20,26,283,400,0,0
maksssksksss152.png,with_mask,204,75,225,99,21,24,283,400,0,0
maksssksksss152.png,with_mask,289,25,312,54,23,29,283,400,0,0
maksssksksss152.png,with_mask,350,17,368,39,18,22,283,400,0,0
maksssksksss152.png,with_mask,152,50,167,65,15,15,283,400,0,0
maksssksksss153.png,with_mask,89,21,112,44,23,23,268,400,0,0
maksssksksss153.png,without_mask,289,21,311,44,22,23,268,400,0,0
maksssksksss154.png,without_mask,90,200,184,333,94,133,400,301,0,0
maksssksksss155.png,with_mask,43,108,107,174,64,66,225,400,0,0
maksssksksss155.png,with_mask,77,53,163,140,86,87,225,400,0,0
maksssksksss155.png,with_mask,278,92,314,137,36,45,225,400,0,0
maksssksksss155.png,with_mask,381,97,392,111,11,14,225,400,0,0
maksssksksss156.png,with_mask,327,33,352,59,25,26,267,400,0,0
maksssksksss156.png,with_mask,27,47,47,65,20,18,267,400,0,0
maksssksksss156.png,with_mask,249,43,268,63,19,20,267,400,0,0
maksssksksss156.png,with_mask,278,73,291,87,13,14,267,400,0,0
maksssksksss156.png,mask_weared_incorrect,366,70,385,91,19,21,267,400,0,0
maksssksksss156.png,mask_weared_incorrect,181,40,203,67,22,27,267,400,0,0
maksssksksss156.png,mask_weared_incorrect,36,63,59,88,23,25,267,400,0,0
maksssksksss156.png,without_mask,1,45,19,64,18,19,267,400,0,0
maksssksksss156.png,without_mask,68,68,90,91,22,23,267,400,0,0
maksssksksss156.png,without_mask,87,55,102,71,15,16,267,400,0,0
maksssksksss156.png,without_mask,137,58,155,74,18,16,267,400,0,0
maksssksksss156.png,without_mask,233,50,250,67,17,17,267,400,0,0
maksssksksss156.png,without_mask,281,33,300,51,19,18,267,400,0,0
maksssksksss157.png,with_mask,22,78,43,98,21,20,225,400,0,0
maksssksksss157.png,without_mask,84,61,111,95,27,34,225,400,0,0
maksssksksss157.png,with_mask,144,78,173,119,29,41,225,400,0,0
maksssksksss157.png,with_mask,193,71,217,97,24,26,225,400,0,0
maksssksksss157.png,with_mask,225,43,259,80,34,37,225,400,0,0
maksssksksss157.png,with_mask,297,62,316,86,19,24,225,400,0,0
maksssksksss157.png,with_mask,320,40,352,74,32,34,225,400,0,0
maksssksksss157.png,with_mask,368,75,395,104,27,29,225,400,0,0
maksssksksss158.png,with_mask,2,56,24,78,22,22,278,400,0,0
maksssksksss158.png,with_mask,29,70,42,85,13,15,278,400,0,0
maksssksksss158.png,with_mask,90,55,104,72,14,17,278,400,0,0
maksssksksss158.png,with_mask,113,52,133,76,20,24,278,400,0,0
maksssksksss158.png,with_mask,133,60,144,74,11,14,278,400,0,0
maksssksksss158.png,with_mask,151,70,166,85,15,15,278,400,0,0
maksssksksss158.png,with_mask,180,70,195,84,15,14,278,400,0,0
maksssksksss158.png,with_mask,217,78,238,98,21,20,278,400,0,0
maksssksksss158.png,with_mask,238,52,256,70,18,18,278,400,0,0
maksssksksss158.png,with_mask,280,59,293,74,13,15,278,400,0,0
maksssksksss158.png,with_mask,293,56,310,75,17,19,278,400,0,0
maksssksksss158.png,with_mask,323,82,342,101,19,19,278,400,0,0
maksssksksss158.png,with_mask,354,64,371,86,17,22,278,400,0,0
maksssksksss159.png,with_mask,5,114,58,178,53,64,225,400,0,0
maksssksksss159.png,with_mask,125,82,136,95,11,13,225,400,0,0
maksssksksss159.png,with_mask,157,82,170,99,13,17,225,400,0,0
maksssksksss159.png,with_mask,213,65,225,79,12,14,225,400,0,0
maksssksksss159.png,with_mask,276,75,288,87,12,12,225,400,0,0
maksssksksss159.png,with_mask,326,32,395,105,69,73,225,400,0,0
maksssksksss16.png,with_mask,48,227,146,345,98,118,400,301,0,0
maksssksksss160.png,with_mask,71,82,151,153,80,71,286,400,0,0
maksssksksss160.png,with_mask,246,107,326,195,80,88,286,400,0,0
maksssksksss161.png,without_mask,123,227,190,328,67,101,400,301,0,0
maksssksksss162.png,with_mask,86,181,191,308,105,127,400,301,0,0
maksssksksss163.png,with_mask,209,108,226,126,17,18,300,400,0,0
maksssksksss163.png,with_mask,161,124,184,152,23,28,300,400,0,0
maksssksksss164.png,with_mask,12,47,40,73,28,26,200,400,0,0
maksssksksss164.png,with_mask,44,51,66,75,22,24,200,400,0,0
maksssksksss164.png,with_mask,80,42,99,63,19,21,200,400,0,0
maksssksksss164.png,without_mask,153,39,179,65,26,26,200,400,0,0
maksssksksss164.png,without_mask,203,35,225,59,22,24,200,400,0,0
maksssksksss164.png,with_mask,256,45,271,63,15,18,200,400,0,0
maksssksksss164.png,with_mask,292,58,311,77,19,19,200,400,0,0
maksssksksss164.png,with_mask,327,64,346,83,19,19,200,400,0,0
maksssksksss164.png,with_mask,361,37,386,64,25,27,200,400,0,0
maksssksksss165.png,with_mask,15,111,114,219,99,108,463,450,0,0
maksssksksss165.png,with_mask,324,135,410,238,86,103,463,450,0,0
maksssksksss166.png,with_mask,98,1,150,58,52,57,267,400,0,0
maksssksksss166.png,with_mask,205,115,235,155,30,40,267,400,0,0
maksssksksss166.png,with_mask,255,141,278,171,23,30,267,400,0,0
maksssksksss166.png,with_mask,303,180,325,207,22,27,267,400,0,0
maksssksksss166.png,with_mask,329,195,347,218,18,23,267,400,0,0
maksssksksss166.png,with_mask,351,204,372,226,21,22,267,400,0,0
maksssksksss167.png,with_mask,45,69,96,113,51,44,210,400,0,0
maksssksksss167.png,with_mask,185,113,222,155,37,42,210,400,0,0
maksssksksss167.png,with_mask,271,32,311,75,40,43,210,400,0,0
maksssksksss168.png,without_mask,40,74,62,90,22,16,225,400,0,0
maksssksksss168.png,with_mask,35,116,51,133,16,17,225,400,0,0
maksssksksss168.png,with_mask,85,79,97,90,12,11,225,400,0,0
maksssksksss168.png,with_mask,169,66,287,188,118,122,225,400,0,0
maksssksksss168.png,without_mask,363,51,384,81,21,30,225,400,0,0
maksssksksss169.png,with_mask,152,262,220,367,68,105,400,301,0,0
maksssksksss17.png,with_mask,73,179,169,297,96,118,400,301,0,0
maksssksksss170.png,with_mask,102,54,239,210,137,156,225,400,0,0
maksssksksss171.png,with_mask,207,122,361,291,154,169,400,400,0,0
maksssksksss172.png,without_mask,96,233,186,341,90,108,400,301,0,0
maksssksksss173.png,with_mask,48,94,72,116,24,22,294,400,0,0
maksssksksss173.png,mask_weared_incorrect,331,77,356,106,25,29,294,400,0,0
maksssksksss174.png,with_mask,44,63,95,117,51,54,272,400,0,0
maksssksksss174.png,with_mask,102,60,142,104,40,44,272,400,0,0
maksssksksss174.png,with_mask,196,44,250,100,54,56,272,400,0,0
maksssksksss174.png,with_mask,351,54,392,102,41,48,272,400,0,0
maksssksksss175.png,with_mask,113,61,174,122,61,61,226,400,0,0
maksssksksss175.png,with_mask,195,50,228,112,33,62,226,400,0,0
maksssksksss176.png,with_mask,132,55,157,97,25,42,225,400,0,0
maksssksksss176.png,with_mask,15,68,47,104,32,36,225,400,0,0
maksssksksss176.png,with_mask,55,47,81,80,26,33,225,400,0,0
maksssksksss176.png,with_mask,144,95,169,128,25,33,225,400,0,0
maksssksksss176.png,with_mask,166,66,189,95,23,29,225,400,0,0
maksssksksss176.png,with_mask,222,47,260,82,38,35,225,400,0,0
maksssksksss176.png,with_mask,89,60,104,86,15,26,225,400,0,0
maksssksksss176.png,mask_weared_incorrect,237,86,277,135,40,49,225,400,0,0
maksssksksss176.png,without_mask,291,79,319,115,28,36,225,400,0,0
maksssksksss176.png,without_mask,371,63,392,90,21,27,225,400,0,0
maksssksksss176.png,without_mask,387,59,400,92,13,33,225,400,0,0
maksssksksss177.png,with_mask,276,76,324,118,48,42,300,400,0,0
maksssksksss177.png,with_mask,154,147,199,194,45,47,300,400,0,0
maksssksksss178.png,with_mask,91,41,126,76,35,35,400,268,0,0
maksssksksss178.png,without_mask,193,86,214,112,21,26,400,268,0,0
maksssksksss178.png,without_mask,245,90,265,112,20,22,400,268,0,0
maksssksksss179.png,with_mask,170,26,199,57,29,31,267,400,0,0
maksssksksss179.png,with_mask,45,57,62,76,17,19,267,400,0,0
maksssksksss179.png,without_mask,47,81,64,99,17,18,267,400,0,0
maksssksksss179.png,without_mask,89,53,116,76,27,23,267,400,0,0
maksssksksss18.png,with_mask,134,86,192,148,58,62,267,400,0,0
maksssksksss18.png,with_mask,299,159,354,217,55,58,267,400,0,0
maksssksksss180.png,with_mask,58,182,165,316,107,134,400,301,0,0
maksssksksss181.png,with_mask,70,58,93,82,23,24,225,400,0,0
maksssksksss181.png,with_mask,100,57,124,82,24,25,225,400,0,0
maksssksksss181.png,without_mask,271,43,305,80,34,37,225,400,0,0
maksssksksss182.png,without_mask,117,48,167,98,50,50,267,400,0,0
maksssksksss182.png,with_mask,206,49,271,109,65,60,267,400,0,0
maksssksksss183.png,with_mask,158,63,189,99,31,36,225,400,0,0
maksssksksss183.png,with_mask,198,56,241,104,43,48,225,400,0,0
maksssksksss183.png,without_mask,372,108,390,128,18,20,225,400,0,0
maksssksksss183.png,without_mask,35,109,50,130,15,21,225,400,0,0
maksssksksss184.png,with_mask,143,44,169,73,26,29,220,400,0,0
maksssksksss184.png,with_mask,171,37,195,65,24,28,220,400,0,0
maksssksksss184.png,with_mask,250,25,274,46,24,21,220,400,0,0
maksssksksss184.png,with_mask,256,49,283,76,27,27,220,400,0,0
maksssksksss184.png,with_mask,262,116,294,145,32,29,220,400,0,0
maksssksksss184.png,with_mask,294,43,316,63,22,20,220,400,0,0
maksssksksss184.png,with_mask,334,38,350,57,16,19,220,400,0,0
maksssksksss184.png,with_mask,320,40,335,57,15,17,220,400,0,0
maksssksksss184.png,with_mask,374,47,386,61,12,14,220,400,0,0
maksssksksss184.png,with_mask,83,11,109,49,26,38,220,400,0,0
