filename,mask,xmin,ymin,xmax,ymax
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss104.png,without_mask,83,85,96,96
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss104.png,without_mask,167,91,180,108
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,178,143,213,202
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,280,103,312,145
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,320,79,352,119
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,365,53,390,84
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,243,36,267,67
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,115,47,146,87
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,33,88,65,131
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,29,202,65,265
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss105.png,with_mask,26,34,52,66
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss106.png,with_mask,154,51,423,391
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss107.png,with_mask,121,192,212,312
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss108.png,with_mask,155,29,180,51
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss108.png,with_mask,206,35,228,58
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss108.png,with_mask,332,67,346,81
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss108.png,with_mask,362,68,376,82
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss108.png,without_mask,267,72,278,83
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss109.png,with_mask,216,92,372,251
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,23,114,77,172
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,147,157,200,211
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,201,191,230,234
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,243,192,293,247
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,309,182,346,224
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,249,108,276,140
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,275,99,303,128
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,195,90,214,113
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,214,76,237,99
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,232,50,247,67
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,266,45,281,61
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,207,47,222,63
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,227,36,239,48
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss11.png,with_mask,253,33,267,45
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,6,111,43,148
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,22,20,49,46
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,48,12,70,37
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,113,1,136,24
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,78,17,106,46
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,97,66,115,86
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,70,111,104,145
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,42,157,85,186
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,59,205,111,264
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,116,155,172,198
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,112,85,149,118
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,124,27,153,47
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,163,29,189,53
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,186,18,215,44
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,178,77,214,111
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,216,57,241,84
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,237,15,268,46
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,281,19,308,40
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,286,60,311,84
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,253,94,293,135
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,236,161,273,195
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,282,194,322,232
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,314,115,350,152
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,without_mask,335,27,359,52
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss110.png,with_mask,356,72,385,98
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,17,182,35,202
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,48,98,61,113
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,109,59,132,82
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,140,64,161,85
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,184,68,207,93
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,248,73,267,95
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,291,65,314,90
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,with_mask,383,96,397,110
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss111.png,without_mask,383,125,398,145
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss112.png,with_mask,90,84,138,131
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss113.png,with_mask,133,108,148,124
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss113.png,with_mask,203,117,214,131
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss113.png,with_mask,294,115,308,130
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss113.png,without_mask,228,119,241,134
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss114.png,without_mask,4,83,75,161
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss114.png,with_mask,80,58,153,141
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,24,67,47,91
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,79,91,103,112
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,109,80,128,101
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,137,88,159,110
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,179,107,205,134
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,254,105,278,128
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,221,78,244,100
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,172,86,183,107
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss115.png,with_mask,185,85,209,104
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss116.png,with_mask,116,88,150,122
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss116.png,with_mask,160,79,193,118
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss116.png,with_mask,235,43,272,87
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss116.png,with_mask,304,68,336,102
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss116.png,with_mask,379,61,399,96
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss117.png,with_mask,131,224,227,346
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss118.png,with_mask,138,79,176,116
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss118.png,with_mask,217,70,255,107
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,with_mask,54,92,82,120
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,with_mask,132,47,153,71
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,with_mask,242,94,268,125
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,with_mask,254,51,266,64
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,with_mask,263,79,275,92
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,without_mask,302,81,330,107
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss119.png,without_mask,352,45,377,67
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,72,71,90,88
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,119,70,137,88
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,163,76,185,96
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,120,55,132,68
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,153,61,171,81
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,335,70,353,87
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,273,58,290,75
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,232,61,249,78
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,without_mask,298,61,312,84
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss12.png,with_mask,354,54,365,68
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss120.png,with_mask,59,185,183,336
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,11,48,41,75
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,91,41,121,72
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,176,56,204,83
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,239,56,266,81
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,301,62,329,87
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,343,74,368,97
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss121.png,without_mask,387,82,400,107
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss122.png,with_mask,201,38,345,213
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss123.png,with_mask,92,106,191,224
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss123.png,with_mask,227,129,321,229
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss124.png,with_mask,91,146,143,204
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss124.png,with_mask,239,126,290,182
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss124.png,with_mask,378,146,399,171
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss124.png,without_mask,1,170,20,196
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss124.png,without_mask,333,133,360,170
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss125.png,without_mask,118,151,216,279
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss126.png,with_mask,106,45,158,104
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss126.png,with_mask,194,62,215,88
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss126.png,without_mask,226,2,267,97
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss127.png,with_mask,98,46,130,80
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss128.png,without_mask,93,183,194,295
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss129.png,without_mask,106,69,124,89
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss129.png,without_mask,149,30,168,53
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss129.png,with_mask,246,40,271,69
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss13.png,with_mask,28,54,44,71
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss13.png,with_mask,98,62,114,80
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss13.png,with_mask,162,51,194,89
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss13.png,with_mask,293,60,313,81
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss13.png,with_mask,352,53,373,71
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss13.png,with_mask,229,53,241,72
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss130.png,with_mask,7,104,46,147
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss130.png,with_mask,162,58,208,112
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss130.png,without_mask,304,95,332,141
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss130.png,without_mask,198,95,223,136
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,with_mask,65,63,110,112
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,with_mask,127,31,166,76
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,without_mask,257,55,284,86
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,with_mask,284,66,321,107
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,without_mask,252,125,295,167
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,with_mask,345,93,363,116
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,without_mask,236,74,256,99
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss131.png,without_mask,216,63,237,83
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss132.png,with_mask,106,72,190,182
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss133.png,with_mask,100,179,221,318
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,with_mask,92,19,117,50
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,without_mask,156,22,177,48
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,with_mask,179,24,197,47
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,with_mask,183,74,205,100
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,with_mask,269,70,285,89
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,without_mask,343,15,359,34
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss134.png,with_mask,302,43,318,59
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss135.png,with_mask,49,157,144,225
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss135.png,with_mask,151,67,270,198
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss136.png,with_mask,100,105,152,158
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss137.png,without_mask,38,143,53,161
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss137.png,without_mask,76,146,95,164
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss137.png,with_mask,114,142,131,163
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss137.png,with_mask,158,165,175,185
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss137.png,without_mask,217,153,241,174
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss137.png,without_mask,283,158,310,181
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss138.png,with_mask,51,144,128,239
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss138.png,with_mask,147,169,217,233
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss138.png,with_mask,224,92,309,186
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,2,28,19,46
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,23,36,45,59
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,without_mask,30,71,51,92
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,4,177,35,209
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,93,15,117,34
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,99,74,122,100
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,56,132,79,162
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,36,152,65,183
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,138,191,165,221
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,182,13,209,36
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,188,55,213,80
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,196,146,219,168
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,213,164,243,193
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,253,13,277,35
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,246,73,268,98
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,286,10,314,38
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,320,1,341,15
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,345,34,372,57
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss139.png,with_mask,358,116,388,141
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss14.png,without_mask,152,192,239,319
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss140.png,with_mask,37,74,188,247
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss140.png,with_mask,210,114,336,255
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss141.png,with_mask,129,96,175,155
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss141.png,with_mask,220,123,260,169
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss142.png,with_mask,144,110,244,235
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss143.png,with_mask,102,200,194,333
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss144.png,with_mask,130,19,155,47
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss144.png,with_mask,212,56,232,79
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss144.png,with_mask,298,60,316,80
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss145.png,with_mask,91,89,114,111
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss145.png,with_mask,183,102,203,122
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss145.png,without_mask,310,96,333,119
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss146.png,with_mask,119,122,184,192
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss146.png,with_mask,265,90,324,153
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss147.png,without_mask,103,9,120,33
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss147.png,with_mask,198,15,218,36
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss147.png,with_mask,224,89,243,109
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss147.png,with_mask,272,33,294,55
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss148.png,with_mask,1,20,81,136
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss148.png,without_mask,68,95,124,157
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss148.png,without_mask,116,104,140,144
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss148.png,with_mask,151,89,247,205
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss148.png,without_mask,325,77,397,156
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss148.png,with_mask,243,120,283,179
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss149.png,with_mask,38,98,71,130
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss149.png,with_mask,180,103,215,136
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss149.png,with_mask,287,53,315,85
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss149.png,with_mask,315,57,341,89
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss149.png,with_mask,330,104,359,133
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss149.png,with_mask,324,180,348,210
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss15.png,with_mask,59,144,125,213
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss15.png,with_mask,82,330,118,366
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss150.png,with_mask,60,136,164,260
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,66,25,82,48
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,101,41,124,68
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,173,34,193,60
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,204,75,225,99
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,289,25,312,54
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,350,17,368,39
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss152.png,with_mask,152,50,167,65
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss153.png,with_mask,89,21,112,44
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss153.png,without_mask,289,21,311,44
./Dataset/Face_Mask_Detection_Dataset_Kaggle/images/maksssksksss154.png,without_mask,90,200,184,333
